match_index,col_0,col_1,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_2,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_3,col_30,col_31,col_32,col_33,col_34,col_35,col_36,col_37,col_38,col_39,col_4,col_40,col_41,col_42,col_43,col_44,col_5,col_6,col_7,col_8,col_9
20,,𝘾oncentrated Mom Hate Crime,92.7,56%,70%,1.30,3,,,,-1,,,,,,,,1,,,,,,,,,0,,,,,,1,,,,,,,18,14,3,4,1.30
20,,ctrl.saltez,70.5,27%,45%,0.66,0,,,,-3,,,,,,,,1,,,,,,,,,0,,,,,,1,,,,,,,11,17,3,-6,0.60
20,,aGenTx44,54.5,29%,60%,0.61,0,,,,-1,,,,,,,,4,,,,,,,,,0,,,,,,0,,,,,,,7,15,5,-8,0.50
20,,feces.,47.5,38%,55%,0.55,10,,,,0,,,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,8,16,2,-8,0.50
20,"Team 2
13
8
5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,,ʎɥʇl⇂ɟ,147.7,23%,90%,2.07,9,,,,1,,,,,,,,1,,,,,,,,,1,,,,,,3,,,,,,,26,11,7,15,2.40
20,,Turtwig Soup,101.1,57%,70%,1.37,1,,,,-1,,,,,,,,2,,,,,,,,,1,,,,,,2,,,,,,,21,17,3,4,1.20
20,,Steezy,62.7,40%,65%,1.09,5,,,,5,,,,,,,,4,,,,,,,,,0,,,,,,2,,,,,,,15,12,3,3,1.30
20,,𝙖𝙩𝙤𝙢𝙙𝙮𝙦,80.2,40%,75%,0.99,5,,,,1,,,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,10,13,6,-3,0.80
20,,Georgia Ellery's #1 Fan,15.9,0%,60%,0.32,3,,,,0,,,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,3,14,2,-11,0.20
21,,UTILITY,,,,,,,,,,,FIRST KILL,,,,,,,,,,,TRADES,,,,,,,,,,,1VX,,,,,,MULTIKILLS,,,,
21,,,ADR,HS%,KAST,Rating,EF,,,,FKD,,,,,,,,K,,,,,,,,,1vX,,,,,,3k+,,,,,,,K,D,A,+/-,K/D
21,"Team 1
13
5
8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,,Browave,125.1,52%,88.2%,1.91,5,,,,3,,,,,,,,4,,,,,,,,,0,,,,,,4,,,,,,,21,10,6,11,2.10
21,,HumbertoTacos,99.6,22%,82.4%,1.70,2,,,,3,,,,,,,,2,,,,,,,,,0,,,,,,2,,,,,,,18,7,3,11,2.60
21,,Covid69,83.5,29%,76.5%,1.53,0,,,,2,,,,,,,,2,,,,,,,,,0,,,,,,3,,,,,,,17,8,3,9,2.10
21,,Brando,76.6,25%,76.5%,1.24,0,,,,1,,,,,,,,0,,,,,,,,,0,,,,,,1,,,,,,,12,9,7,3,1.30
21,,Rickled,48.5,80%,64.7%,0.58,5,,,,-2,,,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,5,13,6,-8,0.40
21,"Team 2
4
4
0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,,Gilbert,83.5,40%,52.9%,0.78,6,,,,-2,,,,,,,,1,,,,,,,,,0,,,,,,1,,,,,,,10,15,4,-5,0.70
21,,Kopu,55.6,40%,52.9%,0.74,1,,,,-2,,,,,,,,2,,,,,,,,,1,,,,,,0,,,,,,,10,13,1,-3,0.80
21,,Throbbin' Williams,64.9,38%,58.8%,0.67,1,,,,-2,,,,,,,,2,,,,,,,,,1,,,,,,0,,,,,,,8,15,5,-7,0.50
21,,𝙖𝙩𝙤𝙢𝙙𝙮𝙦,67.6,29%,58.8%,0.59,2,,,,0,,,,,,,,1,,,,,,,,,0,,,,,,0,,,,,,,7,16,3,-9,0.40
21,,Baked Homer,54.2,11%,47.1%,0.58,0,,,,-1,,,,,,,,0,,,,,,,,,0,,,,,,0,,,,,,,9,15,1,-6,0.60
